Word,Definition,Topic,Difficulty,Synonym,Antonym
Congenial,Friendly and enjoyable; well-suited to your tastes.,antonyms,HARD,"Pleasant, Appealing","Unpleasant, Hostile, Disagreeable"
Congenial,Friendly and enjoyable; well-suited to your tastes.,spellings,HARD,"Pleasant, Appealing","Unpleasant, Hostile, Disagreeable"
Amusement,"Enjoyment, laughter, or fun.",general-vocabulary,EASY,"Mirth, Entertainment","Boredom, Misery, Gloom"
Amusement,"Enjoyment, laughter, or fun.",synonyms,EASY,"Mirth, Entertainment","Boredom, Misery, Gloom"
Amusement,"Enjoyment, laughter, or fun.",antonyms,EASY,"Mirth, Entertainment","Boredom, Misery, Gloom"
Amusement,"Enjoyment, laughter, or fun.",spellings,EASY,"Mirth, Entertainment","Boredom, Misery, Gloom"
Flamboyant,"Very noticeable, flashy, or confident in style.",general-vocabulary,HARD,"Showy, Glamorous","Modest, Unobtrusive, Plain"
Flamboyant,"Very noticeable, flashy, or confident in style.",synonyms,HARD,"Showy, Glamorous","Modest, Unobtrusive, Plain"
Flamboyant,"Very noticeable, flashy, or confident in style.",antonyms,HARD,"Showy, Glamorous","Modest, Unobtrusive, Plain"
Flamboyant,"Very noticeable, flashy, or confident in style.",spellings,HARD,"Showy, Glamorous","Modest, Unobtrusive, Plain"
Score,To gain points in a game or test.,general-vocabulary,EASY,"Earn, Tally","Lose, Miss, Forfeit"
Score,To gain points in a game or test.,synonyms,EASY,"Earn, Tally","Lose, Miss, Forfeit"
Score,To gain points in a game or test.,antonyms,EASY,"Earn, Tally","Lose, Miss, Forfeit"
Score,To gain points in a game or test.,spellings,EASY,"Earn, Tally","Lose, Miss, Forfeit"
Excruciating,Extremely painful or intense.,general-vocabulary,HARD,"Agonising, Searing","Soothing, Mild, Pleasant"
Excruciating,Extremely painful or intense.,synonyms,HARD,"Agonising, Searing","Soothing, Mild, Pleasant"
Excruciating,Extremely painful or intense.,antonyms,HARD,"Agonising, Searing","Soothing, Mild, Pleasant"
Excruciating,Extremely painful or intense.,spellings,HARD,"Agonising, Searing","Soothing, Mild, Pleasant"
Then,At that time or next in order.,general-vocabulary,EASY,"Afterward, Subsequently","Before, Previously, Earlier"
Then,At that time or next in order.,synonyms,EASY,"Afterward, Subsequently","Before, Previously, Earlier"
Then,At that time or next in order.,antonyms,EASY,"Afterward, Subsequently","Before, Previously, Earlier"
Then,At that time or next in order.,spellings,EASY,"Afterward, Subsequently","Before, Previously, Earlier"
Pointing,Aiming a finger or object towards something to show its position.,general-vocabulary,EASY,"Indicating, Directing","Misdirecting, Concealing, Ignoring"
Pointing,Aiming a finger or object towards something to show its position.,synonyms,EASY,"Indicating, Directing","Misdirecting, Concealing, Ignoring"
Pointing,Aiming a finger or object towards something to show its position.,antonyms,EASY,"Indicating, Directing","Misdirecting, Concealing, Ignoring"
Pointing,Aiming a finger or object towards something to show its position.,spellings,EASY,"Indicating, Directing","Misdirecting, Concealing, Ignoring"
Aiming,Pointing something towards a target or goal.,general-vocabulary,EASY,"Targeting, Directing","Straying, Wandering, Misleading"
Aiming,Pointing something towards a target or goal.,synonyms,EASY,"Targeting, Directing","Straying, Wandering, Misleading"
Aiming,Pointing something towards a target or goal.,antonyms,EASY,"Targeting, Directing","Straying, Wandering, Misleading"
Aiming,Pointing something towards a target or goal.,spellings,EASY,"Targeting, Directing","Straying, Wandering, Misleading"
Receive,To be given something or have something come to you.,general-vocabulary,EASY,"Get, Accept","Give, Send, Refuse"
Receive,To be given something or have something come to you.,synonyms,EASY,"Get, Accept","Give, Send, Refuse"
Receive,To be given something or have something come to you.,antonyms,EASY,"Get, Accept","Give, Send, Refuse"
Receive,To be given something or have something come to you.,spellings,EASY,"Get, Accept","Give, Send, Refuse"
Acquire,"To get or buy something, especially after effort.",general-vocabulary,MEDIUM,"Obtain, Gain","Lose, Forfeit, Relinquish"
Acquire,"To get or buy something, especially after effort.",synonyms,MEDIUM,"Obtain, Gain","Lose, Forfeit, Relinquish"
Acquire,"To get or buy something, especially after effort.",antonyms,MEDIUM,"Obtain, Gain","Lose, Forfeit, Relinquish"
Acquire,"To get or buy something, especially after effort.",spellings,MEDIUM,"Obtain, Gain","Lose, Forfeit, Relinquish"
Fissure,"A long, narrow opening or split, especially in rock or the ground.",general-vocabulary,HARD,"Crack, Split","Closure, Weld, Solid"
Fissure,"A long, narrow opening or split, especially in rock or the ground.",synonyms,HARD,"Crack, Split","Closure, Weld, Solid"
Fissure,"A long, narrow opening or split, especially in rock or the ground.",antonyms,HARD,"Crack, Split","Closure, Weld, Solid"
Fissure,"A long, narrow opening or split, especially in rock or the ground.",spellings,HARD,"Crack, Split","Closure, Weld, Solid"
Opening,A space or hole that allows passage or access.,general-vocabulary,EASY,"Gap, Aperture","Closing, Obstruction, Blockage"
Opening,A space or hole that allows passage or access.,synonyms,EASY,"Gap, Aperture","Closing, Obstruction, Blockage"
Opening,A space or hole that allows passage or access.,antonyms,EASY,"Gap, Aperture","Closing, Obstruction, Blockage"
Opening,A space or hole that allows passage or access.,spellings,EASY,"Gap, Aperture","Closing, Obstruction, Blockage"
Belligerent,Aggressive and ready to argue or fight.,general-vocabulary,HARD,"Hostile, Combative","Peaceful, Friendly, Conciliatory"
Belligerent,Aggressive and ready to argue or fight.,synonyms,HARD,"Hostile, Combative","Peaceful, Friendly, Conciliatory"
Belligerent,Aggressive and ready to argue or fight.,antonyms,HARD,"Hostile, Combative","Peaceful, Friendly, Conciliatory"
Belligerent,Aggressive and ready to argue or fight.,spellings,HARD,"Hostile, Combative","Peaceful, Friendly, Conciliatory"
Aggressive,Ready to attack or confront; behaving in a pushy way.,general-vocabulary,MEDIUM,"Forceful, Hostile","Submissive, Gentle, Mild"
Aggressive,Ready to attack or confront; behaving in a pushy way.,synonyms,MEDIUM,"Forceful, Hostile","Submissive, Gentle, Mild"
Aggressive,Ready to attack or confront; behaving in a pushy way.,antonyms,MEDIUM,"Forceful, Hostile","Submissive, Gentle, Mild"
Aggressive,Ready to attack or confront; behaving in a pushy way.,spellings,MEDIUM,"Forceful, Hostile","Submissive, Gentle, Mild"
Flouted,Openly disobeyed a rule or showed disrespect for it.,general-vocabulary,HARD,"Defied, Ignored","Obeyed, Honoured, Complied"
Flouted,Openly disobeyed a rule or showed disrespect for it.,synonyms,HARD,"Defied, Ignored","Obeyed, Honoured, Complied"
Flouted,Openly disobeyed a rule or showed disrespect for it.,antonyms,HARD,"Defied, Ignored","Obeyed, Honoured, Complied"
Flouted,Openly disobeyed a rule or showed disrespect for it.,spellings,HARD,"Defied, Ignored","Obeyed, Honoured, Complied"
Mocked,Made fun of someone or something in an unkind way.,general-vocabulary,EASY,"Ridiculed, Teased","Praised, Respected, Complimented"
Mocked,Made fun of someone or something in an unkind way.,synonyms,EASY,"Ridiculed, Teased","Praised, Respected, Complimented"
Mocked,Made fun of someone or something in an unkind way.,antonyms,EASY,"Ridiculed, Teased","Praised, Respected, Complimented"
Mocked,Made fun of someone or something in an unkind way.,spellings,EASY,"Ridiculed, Teased","Praised, Respected, Complimented"
Manifold,Many and varied; having several different parts or forms.,general-vocabulary,HARD,"Many, Various","Single, Uniform, Limited"
Manifold,Many and varied; having several different parts or forms.,synonyms,HARD,"Many, Various","Single, Uniform, Limited"
Manifold,Many and varied; having several different parts or forms.,antonyms,HARD,"Many, Various","Single, Uniform, Limited"
Manifold,Many and varied; having several different parts or forms.,spellings,HARD,"Many, Various","Single, Uniform, Limited"
Diverse,Showing a great deal of variety; made up of different types.,general-vocabulary,MEDIUM,"Varied, Different","Similar, Homogeneous, Uniform"
Diverse,Showing a great deal of variety; made up of different types.,synonyms,MEDIUM,"Varied, Different","Similar, Homogeneous, Uniform"
Diverse,Showing a great deal of variety; made up of different types.,antonyms,MEDIUM,"Varied, Different","Similar, Homogeneous, Uniform"
Diverse,Showing a great deal of variety; made up of different types.,spellings,MEDIUM,"Varied, Different","Similar, Homogeneous, Uniform"
Rancid,"Having an unpleasant smell or taste, often because it is old or spoiled.",general-vocabulary,HARD,"Sour, Stale","Fresh, Pure, Sweet"
Rancid,"Having an unpleasant smell or taste, often because it is old or spoiled.",synonyms,HARD,"Sour, Stale","Fresh, Pure, Sweet"
Rancid,"Having an unpleasant smell or taste, often because it is old or spoiled.",antonyms,HARD,"Sour, Stale","Fresh, Pure, Sweet"
Rancid,"Having an unpleasant smell or taste, often because it is old or spoiled.",spellings,HARD,"Sour, Stale","Fresh, Pure, Sweet"
Rotten,Bad or spoiled because of decay; no longer fresh.,general-vocabulary,EASY,"Decayed, Spoiled","Fresh, Sound, Wholesome"
Rotten,Bad or spoiled because of decay; no longer fresh.,synonyms,EASY,"Decayed, Spoiled","Fresh, Sound, Wholesome"
Rotten,Bad or spoiled because of decay; no longer fresh.,antonyms,EASY,"Decayed, Spoiled","Fresh, Sound, Wholesome"
Rotten,Bad or spoiled because of decay; no longer fresh.,spellings,EASY,"Decayed, Spoiled","Fresh, Sound, Wholesome"
Hesitation,A moment of stopping or delaying because you are unsure what to do.,general-vocabulary,EASY,"Pause, Uncertainty","Certainty, Decisiveness, Alacrity"
Hesitation,A moment of stopping or delaying because you are unsure what to do.,synonyms,EASY,"Pause, Uncertainty","Certainty, Decisiveness, Alacrity"
Hesitation,A moment of stopping or delaying because you are unsure what to do.,antonyms,EASY,"Pause, Uncertainty","Certainty, Decisiveness, Alacrity"
Hesitation,A moment of stopping or delaying because you are unsure what to do.,spellings,EASY,"Pause, Uncertainty","Certainty, Decisiveness, Alacrity"
Trembling,"Shaking slightly, often from fear, cold, or nervousness.",general-vocabulary,EASY,"Shaking, Quivering","Steady, Still, Calm"
Trembling,"Shaking slightly, often from fear, cold, or nervousness.",synonyms,EASY,"Shaking, Quivering","Steady, Still, Calm"
Trembling,"Shaking slightly, often from fear, cold, or nervousness.",antonyms,EASY,"Shaking, Quivering","Steady, Still, Calm"
Trembling,"Shaking slightly, often from fear, cold, or nervousness.",spellings,EASY,"Shaking, Quivering","Steady, Still, Calm"
Tweak,To make a small change to improve something.,general-vocabulary,MEDIUM,"Adjust, Fine-tune","Damage, Ruin, Overhaul"
Tweak,To make a small change to improve something.,synonyms,MEDIUM,"Adjust, Fine-tune","Damage, Ruin, Overhaul"
Tweak,To make a small change to improve something.,antonyms,MEDIUM,"Adjust, Fine-tune","Damage, Ruin, Overhaul"
Tweak,To make a small change to improve something.,spellings,MEDIUM,"Adjust, Fine-tune","Damage, Ruin, Overhaul"
Adjust,To change something slightly so it works better or fits properly.,general-vocabulary,EASY,"Alter, Modify","Disarrange, Muddle, Leave unchanged"
Adjust,To change something slightly so it works better or fits properly.,synonyms,EASY,"Alter, Modify","Disarrange, Muddle, Leave unchanged"
Adjust,To change something slightly so it works better or fits properly.,antonyms,EASY,"Alter, Modify","Disarrange, Muddle, Leave unchanged"
Adjust,To change something slightly so it works better or fits properly.,spellings,EASY,"Alter, Modify","Disarrange, Muddle, Leave unchanged"
Intervene,To become involved in a situation to change or stop it.,general-vocabulary,HARD,"Step in, Interfere","Ignore, Avoid, Withdraw"
Intervene,To become involved in a situation to change or stop it.,synonyms,HARD,"Step in, Interfere","Ignore, Avoid, Withdraw"
Intervene,To become involved in a situation to change or stop it.,antonyms,HARD,"Step in, Interfere","Ignore, Avoid, Withdraw"
Intervene,To become involved in a situation to change or stop it.,spellings,HARD,"Step in, Interfere","Ignore, Avoid, Withdraw"
Mediate,To help people in a disagreement reach an agreement.,general-vocabulary,HARD,"Negotiate, Intercede","Incite, Aggravate, Inflame"
Mediate,To help people in a disagreement reach an agreement.,synonyms,HARD,"Negotiate, Intercede","Incite, Aggravate, Inflame"
Mediate,To help people in a disagreement reach an agreement.,antonyms,HARD,"Negotiate, Intercede","Incite, Aggravate, Inflame"
Mediate,To help people in a disagreement reach an agreement.,spellings,HARD,"Negotiate, Intercede","Incite, Aggravate, Inflame"
Crude,"Lacking refinement, tact, or good manners; rough or unpolished in behaviour.",general-vocabulary,MEDIUM,"Ill-mannered, Rude","Refined, Polite, Sophisticated"
Crude,"Lacking refinement, tact, or good manners; rough or unpolished in behaviour.",synonyms,MEDIUM,"Ill-mannered, Rude","Refined, Polite, Sophisticated"
Crude,"Lacking refinement, tact, or good manners; rough or unpolished in behaviour.",antonyms,MEDIUM,"Ill-mannered, Rude","Refined, Polite, Sophisticated"
Crude,"Lacking refinement, tact, or good manners; rough or unpolished in behaviour.",spellings,MEDIUM,"Ill-mannered, Rude","Refined, Polite, Sophisticated"
Green,A type of aquatic plant or algae; also refers to the colour of growing plants.,general-vocabulary,EASY,"Seaweed, Vegetation","Withered, Dry, Artificial"
Green,A type of aquatic plant or algae; also refers to the colour of growing plants.,synonyms,EASY,"Seaweed, Vegetation","Withered, Dry, Artificial"
Green,A type of aquatic plant or algae; also refers to the colour of growing plants.,antonyms,EASY,"Seaweed, Vegetation","Withered, Dry, Artificial"
Green,A type of aquatic plant or algae; also refers to the colour of growing plants.,spellings,EASY,"Seaweed, Vegetation","Withered, Dry, Artificial"
Nobility,"A class of people with high social or political status, often hereditary.",general-vocabulary,MEDIUM,"Aristocracy, Elite","Commoners, Peasantry, Proletariat"
Nobility,"A class of people with high social or political status, often hereditary.",synonyms,MEDIUM,"Aristocracy, Elite","Commoners, Peasantry, Proletariat"
Nobility,"A class of people with high social or political status, often hereditary.",antonyms,MEDIUM,"Aristocracy, Elite","Commoners, Peasantry, Proletariat"
Nobility,"A class of people with high social or political status, often hereditary.",spellings,MEDIUM,"Aristocracy, Elite","Commoners, Peasantry, Proletariat"
Punctual,"Arriving, doing something, or happening at the expected or correct time.",general-vocabulary,EASY,"Prompt, Timely","Late, Tardy, Unpunctual"
Punctual,"Arriving, doing something, or happening at the expected or correct time.",synonyms,EASY,"Prompt, Timely","Late, Tardy, Unpunctual"
Punctual,"Arriving, doing something, or happening at the expected or correct time.",antonyms,EASY,"Prompt, Timely","Late, Tardy, Unpunctual"
Punctual,"Arriving, doing something, or happening at the expected or correct time.",spellings,EASY,"Prompt, Timely","Late, Tardy, Unpunctual"
Chastise,To criticize or punish someone severely for misbehaviour or mistakes.,general-vocabulary,HARD,"Scold, Reprimand","Praise, Commend, Reward"
Chastise,To criticize or punish someone severely for misbehaviour or mistakes.,synonyms,HARD,"Scold, Reprimand","Praise, Commend, Reward"
Chastise,To criticize or punish someone severely for misbehaviour or mistakes.,antonyms,HARD,"Scold, Reprimand","Praise, Commend, Reward"
Chastise,To criticize or punish someone severely for misbehaviour or mistakes.,spellings,HARD,"Scold, Reprimand","Praise, Commend, Reward"
Banish,To send someone away from a country or place as a punishment.,general-vocabulary,MEDIUM,"Deport, Exile","Welcome, Admit, Invite"
Banish,To send someone away from a country or place as a punishment.,synonyms,MEDIUM,"Deport, Exile","Welcome, Admit, Invite"
Banish,To send someone away from a country or place as a punishment.,antonyms,MEDIUM,"Deport, Exile","Welcome, Admit, Invite"
Banish,To send someone away from a country or place as a punishment.,spellings,MEDIUM,"Deport, Exile","Welcome, Admit, Invite"
Bendy,Easily bent or shaped; not stiff or rigid.,general-vocabulary,EASY,"Flexible, Supple","Stiff, Rigid, Inflexible"
Bendy,Easily bent or shaped; not stiff or rigid.,synonyms,EASY,"Flexible, Supple","Stiff, Rigid, Inflexible"
Bendy,Easily bent or shaped; not stiff or rigid.,antonyms,EASY,"Flexible, Supple","Stiff, Rigid, Inflexible"
Bendy,Easily bent or shaped; not stiff or rigid.,spellings,EASY,"Flexible, Supple","Stiff, Rigid, Inflexible"
Pioneer,"A person who is among the first to explore, develop, or start something new.",general-vocabulary,MEDIUM,"Do first, Innovate","Follower, Imitator, Traditionalist"
Pioneer,"A person who is among the first to explore, develop, or start something new.",synonyms,MEDIUM,"Do first, Innovate","Follower, Imitator, Traditionalist"
Pioneer,"A person who is among the first to explore, develop, or start something new.",antonyms,MEDIUM,"Do first, Innovate","Follower, Imitator, Traditionalist"
Pioneer,"A person who is among the first to explore, develop, or start something new.",spellings,MEDIUM,"Do first, Innovate","Follower, Imitator, Traditionalist"
Magical,Having special powers or qualities that seem supernatural or fascinating.,general-vocabulary,EASY,"Enchanting, Mystical","Ordinary, Mundane, Normal"
Magical,Having special powers or qualities that seem supernatural or fascinating.,synonyms,EASY,"Enchanting, Mystical","Ordinary, Mundane, Normal"
Magical,Having special powers or qualities that seem supernatural or fascinating.,antonyms,EASY,"Enchanting, Mystical","Ordinary, Mundane, Normal"
Magical,Having special powers or qualities that seem supernatural or fascinating.,spellings,EASY,"Enchanting, Mystical","Ordinary, Mundane, Normal"
Wither,"To become dry, shrivelled, or weak; to lose vitality or freshness.",general-vocabulary,HARD,"Droop, Fade","Flourish, Bloom, Thrive"
Wither,"To become dry, shrivelled, or weak; to lose vitality or freshness.",synonyms,HARD,"Droop, Fade","Flourish, Bloom, Thrive"
Wither,"To become dry, shrivelled, or weak; to lose vitality or freshness.",antonyms,HARD,"Droop, Fade","Flourish, Bloom, Thrive"
Wither,"To become dry, shrivelled, or weak; to lose vitality or freshness.",spellings,HARD,"Droop, Fade","Flourish, Bloom, Thrive"
Dilapidated,Falling apart or in a state of disrepair; neglected and decaying.,general-vocabulary,HARD,"Ramshackle, Run-down","Well-maintained, Pristine, Restored"
Dilapidated,Falling apart or in a state of disrepair; neglected and decaying.,synonyms,HARD,"Ramshackle, Run-down","Well-maintained, Pristine, Restored"
Dilapidated,Falling apart or in a state of disrepair; neglected and decaying.,antonyms,HARD,"Ramshackle, Run-down","Well-maintained, Pristine, Restored"
Dilapidated,Falling apart or in a state of disrepair; neglected and decaying.,spellings,HARD,"Ramshackle, Run-down","Well-maintained, Pristine, Restored"
Wavering,Showing indecision or doubt; moving unsteadily back and forth.,general-vocabulary,MEDIUM,"Hesitant, Uncertain","Steadfast, Decisive, Firm"
Wavering,Showing indecision or doubt; moving unsteadily back and forth.,synonyms,MEDIUM,"Hesitant, Uncertain","Steadfast, Decisive, Firm"
Wavering,Showing indecision or doubt; moving unsteadily back and forth.,antonyms,MEDIUM,"Hesitant, Uncertain","Steadfast, Decisive, Firm"
Wavering,Showing indecision or doubt; moving unsteadily back and forth.,spellings,MEDIUM,"Hesitant, Uncertain","Steadfast, Decisive, Firm"
Elude,"To evade or escape from something, often skillfully or cleverly.",general-vocabulary,HARD,"Avoid, Escape","Confront, Face, Encounter"
Elude,"To evade or escape from something, often skillfully or cleverly.",synonyms,HARD,"Avoid, Escape","Confront, Face, Encounter"
Elude,"To evade or escape from something, often skillfully or cleverly.",antonyms,HARD,"Avoid, Escape","Confront, Face, Encounter"
Elude,"To evade or escape from something, often skillfully or cleverly.",spellings,HARD,"Avoid, Escape","Confront, Face, Encounter"
Distort,"To change the shape, sound, or appearance of something so that it is no longer true or accurate.",general-vocabulary,MEDIUM,"Deform, Twist","Represent accurately, Clarify, Preserve"
Distort,"To change the shape, sound, or appearance of something so that it is no longer true or accurate.",synonyms,MEDIUM,"Deform, Twist","Represent accurately, Clarify, Preserve"
Distort,"To change the shape, sound, or appearance of something so that it is no longer true or accurate.",antonyms,MEDIUM,"Deform, Twist","Represent accurately, Clarify, Preserve"
Distort,"To change the shape, sound, or appearance of something so that it is no longer true or accurate.",spellings,MEDIUM,"Deform, Twist","Represent accurately, Clarify, Preserve"
Accept,To consent to receive or undertake something offered; to tolerate or endure.,general-vocabulary,EASY,"Abide, Agree","Reject, Decline, Refuse"
Accept,To consent to receive or undertake something offered; to tolerate or endure.,synonyms,EASY,"Abide, Agree","Reject, Decline, Refuse"
Accept,To consent to receive or undertake something offered; to tolerate or endure.,antonyms,EASY,"Abide, Agree","Reject, Decline, Refuse"
Accept,To consent to receive or undertake something offered; to tolerate or endure.,spellings,EASY,"Abide, Agree","Reject, Decline, Refuse"
Cold,Having a low temperature; lacking warmth or affection.,general-vocabulary,EASY,"Freezing, Chilly","Warm, Hot, Friendly"
Cold,Having a low temperature; lacking warmth or affection.,synonyms,EASY,"Freezing, Chilly","Warm, Hot, Friendly"
Cold,Having a low temperature; lacking warmth or affection.,antonyms,EASY,"Freezing, Chilly","Warm, Hot, Friendly"
Cold,Having a low temperature; lacking warmth or affection.,spellings,EASY,"Freezing, Chilly","Warm, Hot, Friendly"
Compliance,"The act of agreeing with or following rules, requests, or commands.",general-vocabulary,HARD,"Consent, Obedience","Defiance, Resistance, Disobedience"
Compliance,"The act of agreeing with or following rules, requests, or commands.",synonyms,HARD,"Consent, Obedience","Defiance, Resistance, Disobedience"
Compliance,"The act of agreeing with or following rules, requests, or commands.",antonyms,HARD,"Consent, Obedience","Defiance, Resistance, Disobedience"
Compliance,"The act of agreeing with or following rules, requests, or commands.",spellings,HARD,"Consent, Obedience","Defiance, Resistance, Disobedience"
Run,To move swiftly on foot or to hurry in action or operation.,general-vocabulary,EASY,"Rush, Sprint","Walk, Crawl, Halt"
Run,To move swiftly on foot or to hurry in action or operation.,synonyms,EASY,"Rush, Sprint","Walk, Crawl, Halt"
Run,To move swiftly on foot or to hurry in action or operation.,antonyms,EASY,"Rush, Sprint","Walk, Crawl, Halt"
